year,areakm,municipality,geocode_ibge,state,municipio,codigo_ibge,gentilico,prefeito,area_km2,populacao_2022,densidade_2022,populacao_estimada_2024,escolarizacao_6a14_2010,idhm_2010,mortalidade_infantil_2022,receitas_2022,despesas_2022,pib_per_capita_2021,desmatamento_per_capita,idhm_cat
2019,0.0649181483716171,Benevides,1501501,Para,Benevides,1501501,benevidense,LUZIANE DE LIMA SOLON OLIVEIRA,187.826,63567.0,338.44,68191.0,97.4,0.665,11.63,264286094.55,251358374.2,30668.86,1.0212555000490364e-06,Alto
2020,0.3126067787899284,Benevides,1501501,Para,Benevides,1501501,benevidense,LUZIANE DE LIMA SOLON OLIVEIRA,187.826,63567.0,338.44,68191.0,97.4,0.665,11.63,264286094.55,251358374.2,30668.86,4.917752588448855e-06,Alto
2021,0.1387651292502097,Benevides,1501501,Para,Benevides,1501501,benevidense,LUZIANE DE LIMA SOLON OLIVEIRA,187.826,63567.0,338.44,68191.0,97.4,0.665,11.63,264286094.55,251358374.2,30668.86,2.1829743302375398e-06,Alto
2022,0.3526069997552247,Benevides,1501501,Para,Benevides,1501501,benevidense,LUZIANE DE LIMA SOLON OLIVEIRA,187.826,63567.0,338.44,68191.0,97.4,0.665,11.63,264286094.55,251358374.2,30668.86,5.547013383598797e-06,Alto
2023,0.0,Benevides,1501501,Para,Benevides,1501501,benevidense,LUZIANE DE LIMA SOLON OLIVEIRA,187.826,63567.0,338.44,68191.0,97.4,0.665,11.63,264286094.55,251358374.2,30668.86,0.0,Alto
2024,0.0693505980993013,Benevides,1501501,Para,Benevides,1501501,benevidense,LUZIANE DE LIMA SOLON OLIVEIRA,187.826,63567.0,338.44,68191.0,97.4,0.665,11.63,264286094.55,251358374.2,30668.86,1.0909842858606086e-06,Alto
2007,1701.2403506493897,Bom Jesus do Tocantins,1501576,Para,Bom Jesus do Tocantins,1501576,bomjesuense,JEILSON DOS REIS SANTOS,2816.604,18005.0,6.39,18958.0,94.8,0.589,8.4,94244962.19,88054011.93,14134.87,0.09448710639541182,Médio
2008,10.47473730714948,Bom Jesus do Tocantins,1501576,Para,Bom Jesus do Tocantins,1501576,bomjesuense,JEILSON DOS REIS SANTOS,2816.604,18005.0,6.39,18958.0,94.8,0.589,8.4,94244962.19,88054011.93,14134.87,0.0005817682481060528,Médio
2009,5.445274024328468,Bom Jesus do Tocantins,1501576,Para,Bom Jesus do Tocantins,1501576,bomjesuense,JEILSON DOS REIS SANTOS,2816.604,18005.0,6.39,18958.0,94.8,0.589,8.4,94244962.19,88054011.93,14134.87,0.0003024312149029974,Médio
2010,7.433909068639227,Bom Jesus do Tocantins,1501576,Para,Bom Jesus do Tocantins,1501576,bomjesuense,JEILSON DOS REIS SANTOS,2816.604,18005.0,6.39,18958.0,94.8,0.589,8.4,94244962.19,88054011.93,14134.87,0.000412880259296819,Médio
2011,2.2851963146405754,Bom Jesus do Tocantins,1501576,Para,Bom Jesus do Tocantins,1501576,bomjesuense,JEILSON DOS REIS SANTOS,2816.604,18005.0,6.39,18958.0,94.8,0.589,8.4,94244962.19,88054011.93,14134.87,0.00012692009523135658,Médio
2012,1.7912188512196603,Bom Jesus do Tocantins,1501576,Para,Bom Jesus do Tocantins,1501576,bomjesuense,JEILSON DOS REIS SANTOS,2816.604,18005.0,6.39,18958.0,94.8,0.589,8.4,94244962.19,88054011.93,14134.87,9.94845238111447e-05,Médio
2013,6.021401244319132,Bom Jesus do Tocantins,1501576,Para,Bom Jesus do Tocantins,1501576,bomjesuense,JEILSON DOS REIS SANTOS,2816.604,18005.0,6.39,18958.0,94.8,0.589,8.4,94244962.19,88054011.93,14134.87,0.00033442939429709147,Médio
2014,5.643421885901724,Bom Jesus do Tocantins,1501576,Para,Bom Jesus do Tocantins,1501576,bomjesuense,JEILSON DOS REIS SANTOS,2816.604,18005.0,6.39,18958.0,94.8,0.589,8.4,94244962.19,88054011.93,14134.87,0.0003134363724466384,Médio
2015,5.4538370039672035,Bom Jesus do Tocantins,1501576,Para,Bom Jesus do Tocantins,1501576,bomjesuense,JEILSON DOS REIS SANTOS,2816.604,18005.0,6.39,18958.0,94.8,0.589,8.4,94244962.19,88054011.93,14134.87,0.00030290680388598743,Médio
2016,8.02434180095156,Bom Jesus do Tocantins,1501576,Para,Bom Jesus do Tocantins,1501576,bomjesuense,JEILSON DOS REIS SANTOS,2816.604,18005.0,6.39,18958.0,94.8,0.589,8.4,94244962.19,88054011.93,14134.87,0.00044567296867267764,Médio
2017,5.729283114166332,Bom Jesus do Tocantins,1501576,Para,Bom Jesus do Tocantins,1501576,bomjesuense,JEILSON DOS REIS SANTOS,2816.604,18005.0,6.39,18958.0,94.8,0.589,8.4,94244962.19,88054011.93,14134.87,0.00031820511603256497,Médio
2018,6.837072593056616,Bom Jesus do Tocantins,1501576,Para,Bom Jesus do Tocantins,1501576,bomjesuense,JEILSON DOS REIS SANTOS,2816.604,18005.0,6.39,18958.0,94.8,0.589,8.4,94244962.19,88054011.93,14134.87,0.0003797318852017004,Médio
2019,7.341076719353,Bom Jesus do Tocantins,1501576,Para,Bom Jesus do Tocantins,1501576,bomjesuense,JEILSON DOS REIS SANTOS,2816.604,18005.0,6.39,18958.0,94.8,0.589,8.4,94244962.19,88054011.93,14134.87,0.0004077243387588448,Médio
2020,19.12632502951376,Bom Jesus do Tocantins,1501576,Para,Bom Jesus do Tocantins,1501576,bomjesuense,JEILSON DOS REIS SANTOS,2816.604,18005.0,6.39,18958.0,94.8,0.589,8.4,94244962.19,88054011.93,14134.87,0.0010622785353798256,Médio
2021,7.988915614780818,Bom Jesus do Tocantins,1501576,Para,Bom Jesus do Tocantins,1501576,bomjesuense,JEILSON DOS REIS SANTOS,2816.604,18005.0,6.39,18958.0,94.8,0.589,8.4,94244962.19,88054011.93,14134.87,0.0004437053937673323,Médio
2022,6.514273465642027,Bom Jesus do Tocantins,1501576,Para,Bom Jesus do Tocantins,1501576,bomjesuense,JEILSON DOS REIS SANTOS,2816.604,18005.0,6.39,18958.0,94.8,0.589,8.4,94244962.19,88054011.93,14134.87,0.0003618035804299932,Médio
2023,5.859158131212388,Bom Jesus do Tocantins,1501576,Para,Bom Jesus do Tocantins,1501576,bomjesuense,JEILSON DOS REIS SANTOS,2816.604,18005.0,6.39,18958.0,94.8,0.589,8.4,94244962.19,88054011.93,14134.87,0.0003254183910698355,Médio
2024,3.009177170429749,Bom Jesus do Tocantins,1501576,Para,Bom Jesus do Tocantins,1501576,bomjesuense,JEILSON DOS REIS SANTOS,2816.604,18005.0,6.39,18958.0,94.8,0.589,8.4,94244962.19,88054011.93,14134.87,0.0001671300844448625,Médio
2007,534.1681047793855,Bonito,1501600,Para,Bonito,1501600,bonitense,ALEX SOUZA DA SILVA,586.977,12622.0,21.5,12998.0,95.0,0.546,10.05,57261286.83,43944629.21,12325.25,0.042320401265994734,Baixo
2008,6.730499131034957,Bonito,1501600,Para,Bonito,1501600,bonitense,ALEX SOUZA DA SILVA,586.977,12622.0,21.5,12998.0,95.0,0.546,10.05,57261286.83,43944629.21,12325.25,0.0005332355515001551,Baixo
2009,0.6206006351992479,Bonito,1501600,Para,Bonito,1501600,bonitense,ALEX SOUZA DA SILVA,586.977,12622.0,21.5,12998.0,95.0,0.546,10.05,57261286.83,43944629.21,12325.25,4.916816948179749e-05,Baixo
2010,1.3611884845730318,Bonito,1501600,Para,Bonito,1501600,bonitense,ALEX SOUZA DA SILVA,586.977,12622.0,21.5,12998.0,95.0,0.546,10.05,57261286.83,43944629.21,12325.25,0.00010784253561820882,Baixo
2011,1.732262927957172,Bonito,1501600,Para,Bonito,1501600,bonitense,ALEX SOUZA DA SILVA,586.977,12622.0,21.5,12998.0,95.0,0.546,10.05,57261286.83,43944629.21,12325.25,0.00013724155664373094,Baixo
2012,0.0,Bonito,1501600,Para,Bonito,1501600,bonitense,ALEX SOUZA DA SILVA,586.977,12622.0,21.5,12998.0,95.0,0.546,10.05,57261286.83,43944629.21,12325.25,0.0,Baixo
2013,0.5600819081400658,Bonito,1501600,Para,Bonito,1501600,bonitense,ALEX SOUZA DA SILVA,586.977,12622.0,21.5,12998.0,95.0,0.546,10.05,57261286.83,43944629.21,12325.25,4.4373467607357454e-05,Baixo
2014,0.2831476418802717,Bonito,1501600,Para,Bonito,1501600,bonitense,ALEX SOUZA DA SILVA,586.977,12622.0,21.5,12998.0,95.0,0.546,10.05,57261286.83,43944629.21,12325.25,2.2432866572672454e-05,Baixo
2015,0.8243826709289879,Bonito,1501600,Para,Bonito,1501600,bonitense,ALEX SOUZA DA SILVA,586.977,12622.0,21.5,12998.0,95.0,0.546,10.05,57261286.83,43944629.21,12325.25,6.531315725946664e-05,Baixo
2016,0.762362469911153,Bonito,1501600,Para,Bonito,1501600,bonitense,ALEX SOUZA DA SILVA,586.977,12622.0,21.5,12998.0,95.0,0.546,10.05,57261286.83,43944629.21,12325.25,6.039949848765275e-05,Baixo
2017,0.6270054408536208,Bonito,1501600,Para,Bonito,1501600,bonitense,ALEX SOUZA DA SILVA,586.977,12622.0,21.5,12998.0,95.0,0.546,10.05,57261286.83,43944629.21,12325.25,4.9675601398638945e-05,Baixo
2018,0.0,Bonito,1501600,Para,Bonito,1501600,bonitense,ALEX SOUZA DA SILVA,586.977,12622.0,21.5,12998.0,95.0,0.546,10.05,57261286.83,43944629.21,12325.25,0.0,Baixo
2019,0.0,Bonito,1501600,Para,Bonito,1501600,bonitense,ALEX SOUZA DA SILVA,586.977,12622.0,21.5,12998.0,95.0,0.546,10.05,57261286.83,43944629.21,12325.25,0.0,Baixo
2020,0.2398148377480722,Bonito,1501600,Para,Bonito,1501600,bonitense,ALEX SOUZA DA SILVA,586.977,12622.0,21.5,12998.0,95.0,0.546,10.05,57261286.83,43944629.21,12325.25,1.8999749465066724e-05,Baixo
2021,0.19806798848284,Bonito,1501600,Para,Bonito,1501600,bonitense,ALEX SOUZA DA SILVA,586.977,12622.0,21.5,12998.0,95.0,0.546,10.05,57261286.83,43944629.21,12325.25,1.5692282402379972e-05,Baixo
2022,0.0,Bonito,1501600,Para,Bonito,1501600,bonitense,ALEX SOUZA DA SILVA,586.977,12622.0,21.5,12998.0,95.0,0.546,10.05,57261286.83,43944629.21,12325.25,0.0,Baixo
2023,0.3180252475872577,Bonito,1501600,Para,Bonito,1501600,bonitense,ALEX SOUZA DA SILVA,586.977,12622.0,21.5,12998.0,95.0,0.546,10.05,57261286.83,43944629.21,12325.25,2.5196105814233695e-05,Baixo
2024,0.0,Bonito,1501600,Para,Bonito,1501600,bonitense,ALEX SOUZA DA SILVA,586.977,12622.0,21.5,12998.0,95.0,0.546,10.05,57261286.83,43944629.21,12325.25,0.0,Baixo
2007,1698.828070356894,Braganca,1501709,Para,Bragança,1501709,bragantino,MARIO RIBEIRO DA SILVA JÚNIOR,2124.735,123082.0,57.93,131679.0,96.1,0.6,11.59,387550887.14,435071231.8,10679.0,0.01380240872228997,Alto
2008,1.1796124053788006,Braganca,1501709,Para,Bragança,1501709,bragantino,MARIO RIBEIRO DA SILVA JÚNIOR,2124.735,123082.0,57.93,131679.0,96.1,0.6,11.59,387550887.14,435071231.8,10679.0,9.583955455540215e-06,Alto
2009,6.069483564977663,Braganca,1501709,Para,Bragança,1501709,bragantino,MARIO RIBEIRO DA SILVA JÚNIOR,2124.735,123082.0,57.93,131679.0,96.1,0.6,11.59,387550887.14,435071231.8,10679.0,4.931251982400077e-05,Alto
2010,2.6568075711114605,Braganca,1501709,Para,Bragança,1501709,bragantino,MARIO RIBEIRO DA SILVA JÚNIOR,2124.735,123082.0,57.93,131679.0,96.1,0.6,11.59,387550887.14,435071231.8,10679.0,2.158567110634748e-05,Alto
2011,0.8893184027870515,Braganca,1501709,Para,Bragança,1501709,bragantino,MARIO RIBEIRO DA SILVA JÚNIOR,2124.735,123082.0,57.93,131679.0,96.1,0.6,11.59,387550887.14,435071231.8,10679.0,7.2254139743183535e-06,Alto
2012,0.2135453660851602,Braganca,1501709,Para,Bragança,1501709,bragantino,MARIO RIBEIRO DA SILVA JÚNIOR,2124.735,123082.0,57.93,131679.0,96.1,0.6,11.59,387550887.14,435071231.8,10679.0,1.7349845313300093e-06,Alto
2013,0.0,Braganca,1501709,Para,Bragança,1501709,bragantino,MARIO RIBEIRO DA SILVA JÚNIOR,2124.735,123082.0,57.93,131679.0,96.1,0.6,11.59,387550887.14,435071231.8,10679.0,0.0,Alto
2014,1.1157302991383369,Braganca,1501709,Para,Bragança,1501709,bragantino,MARIO RIBEIRO DA SILVA JÚNIOR,2124.735,123082.0,57.93,131679.0,96.1,0.6,11.59,387550887.14,435071231.8,10679.0,9.06493475194047e-06,Alto
2015,0.5054107110781713,Braganca,1501709,Para,Bragança,1501709,bragantino,MARIO RIBEIRO DA SILVA JÚNIOR,2124.735,123082.0,57.93,131679.0,96.1,0.6,11.59,387550887.14,435071231.8,10679.0,4.10629264293862e-06,Alto
2016,0.0,Braganca,1501709,Para,Bragança,1501709,bragantino,MARIO RIBEIRO DA SILVA JÚNIOR,2124.735,123082.0,57.93,131679.0,96.1,0.6,11.59,387550887.14,435071231.8,10679.0,0.0,Alto
2017,0.5675682037131788,Braganca,1501709,Para,Bragança,1501709,bragantino,MARIO RIBEIRO DA SILVA JÚNIOR,2124.735,123082.0,57.93,131679.0,96.1,0.6,11.59,387550887.14,435071231.8,10679.0,4.61130143898522e-06,Alto
2018,0.2933403563327446,Braganca,1501709,Para,Bragança,1501709,bragantino,MARIO RIBEIRO DA SILVA JÚNIOR,2124.735,123082.0,57.93,131679.0,96.1,0.6,11.59,387550887.14,435071231.8,10679.0,2.383292084405068e-06,Alto
2019,0.2240347140376205,Braganca,1501709,Para,Bragança,1501709,bragantino,MARIO RIBEIRO DA SILVA JÚNIOR,2124.735,123082.0,57.93,131679.0,96.1,0.6,11.59,387550887.14,435071231.8,10679.0,1.820206968018236e-06,Alto
2020,0.4047862955162705,Braganca,1501709,Para,Bragança,1501709,bragantino,MARIO RIBEIRO DA SILVA JÚNIOR,2124.735,123082.0,57.93,131679.0,96.1,0.6,11.59,387550887.14,435071231.8,10679.0,3.2887529900088597e-06,Alto
2021,0.3013269510510274,Braganca,1501709,Para,Bragança,1501709,bragantino,MARIO RIBEIRO DA SILVA JÚNIOR,2124.735,123082.0,57.93,131679.0,96.1,0.6,11.59,387550887.14,435071231.8,10679.0,2.448180489844392e-06,Alto
2022,0.0,Braganca,1501709,Para,Bragança,1501709,bragantino,MARIO RIBEIRO DA SILVA JÚNIOR,2124.735,123082.0,57.93,131679.0,96.1,0.6,11.59,387550887.14,435071231.8,10679.0,0.0,Alto
2023,0.4817944497707972,Braganca,1501709,Para,Bragança,1501709,bragantino,MARIO RIBEIRO DA SILVA JÚNIOR,2124.735,123082.0,57.93,131679.0,96.1,0.6,11.59,387550887.14,435071231.8,10679.0,3.914418434627299e-06,Alto
2024,0.1252943659340508,Braganca,1501709,Para,Bragança,1501709,bragantino,MARIO RIBEIRO DA SILVA JÚNIOR,2124.735,123082.0,57.93,131679.0,96.1,0.6,11.59,387550887.14,435071231.8,10679.0,1.0179747317564779e-06,Alto
2007,2490.348694085435,Brasil Novo,1501725,Para,Brasil Novo,1501725,brasil-novense,WEDER MAKES CARNEIRO,6362.575,24718.0,3.88,26606.0,93.4,0.613,3.29,103691636.53,95943363.42,25519.93,0.10075041241546383,Alto
2008,16.809881593363137,Brasil Novo,1501725,Para,Brasil Novo,1501725,brasil-novense,WEDER MAKES CARNEIRO,6362.575,24718.0,3.88,26606.0,93.4,0.613,3.29,103691636.53,95943363.42,25519.93,0.0006800664128717185,Alto
2009,56.84402398242315,Brasil Novo,1501725,Para,Brasil Novo,1501725,brasil-novense,WEDER MAKES CARNEIRO,6362.575,24718.0,3.88,26606.0,93.4,0.613,3.29,103691636.53,95943363.42,25519.93,0.0022997015932690002,Alto
2010,49.74209643857452,Brasil Novo,1501725,Para,Brasil Novo,1501725,brasil-novense,WEDER MAKES CARNEIRO,6362.575,24718.0,3.88,26606.0,93.4,0.613,3.29,103691636.53,95943363.42,25519.93,0.0020123835439183804,Alto
2011,38.42610071517483,Brasil Novo,1501725,Para,Brasil Novo,1501725,brasil-novense,WEDER MAKES CARNEIRO,6362.575,24718.0,3.88,26606.0,93.4,0.613,3.29,103691636.53,95943363.42,25519.93,0.0015545796874817878,Alto
2012,8.781721457930635,Brasil Novo,1501725,Para,Brasil Novo,1501725,brasil-novense,WEDER MAKES CARNEIRO,6362.575,24718.0,3.88,26606.0,93.4,0.613,3.29,103691636.53,95943363.42,25519.93,0.00035527637583666297,Alto
2013,31.834586596527743,Brasil Novo,1501725,Para,Brasil Novo,1501725,brasil-novense,WEDER MAKES CARNEIRO,6362.575,24718.0,3.88,26606.0,93.4,0.613,3.29,103691636.53,95943363.42,25519.93,0.0012879111010813068,Alto
2014,8.630078431585876,Brasil Novo,1501725,Para,Brasil Novo,1501725,brasil-novense,WEDER MAKES CARNEIRO,6362.575,24718.0,3.88,26606.0,93.4,0.613,3.29,103691636.53,95943363.42,25519.93,0.0003491414528516011,Alto
2015,10.758860589181308,Brasil Novo,1501725,Para,Brasil Novo,1501725,brasil-novense,WEDER MAKES CARNEIRO,6362.575,24718.0,3.88,26606.0,93.4,0.613,3.29,103691636.53,95943363.42,25519.93,0.00043526420378595793,Alto
2016,6.590823748087558,Brasil Novo,1501725,Para,Brasil Novo,1501725,brasil-novense,WEDER MAKES CARNEIRO,6362.575,24718.0,3.88,26606.0,93.4,0.613,3.29,103691636.53,95943363.42,25519.93,0.00026664065652915115,Alto
2017,27.730716380404257,Brasil Novo,1501725,Para,Brasil Novo,1501725,brasil-novense,WEDER MAKES CARNEIRO,6362.575,24718.0,3.88,26606.0,93.4,0.613,3.29,103691636.53,95943363.42,25519.93,0.0011218835011086762,Alto
2018,18.837402755819745,Brasil Novo,1501725,Para,Brasil Novo,1501725,brasil-novense,WEDER MAKES CARNEIRO,6362.575,24718.0,3.88,26606.0,93.4,0.613,3.29,103691636.53,95943363.42,25519.93,0.0007620925137883221,Alto
2019,25.98942869118241,Brasil Novo,1501725,Para,Brasil Novo,1501725,brasil-novense,WEDER MAKES CARNEIRO,6362.575,24718.0,3.88,26606.0,93.4,0.613,3.29,103691636.53,95943363.42,25519.93,0.0010514373610802821,Alto
2020,26.709768973166256,Brasil Novo,1501725,Para,Brasil Novo,1501725,brasil-novense,WEDER MAKES CARNEIRO,6362.575,24718.0,3.88,26606.0,93.4,0.613,3.29,103691636.53,95943363.42,25519.93,0.0010805796979191785,Alto
2021,20.13104974435724,Brasil Novo,1501725,Para,Brasil Novo,1501725,brasil-novense,WEDER MAKES CARNEIRO,6362.575,24718.0,3.88,26606.0,93.4,0.613,3.29,103691636.53,95943363.42,25519.93,0.0008144287460295025,Alto
2022,8.633178766943887,Brasil Novo,1501725,Para,Brasil Novo,1501725,brasil-novense,WEDER MAKES CARNEIRO,6362.575,24718.0,3.88,26606.0,93.4,0.613,3.29,103691636.53,95943363.42,25519.93,0.0003492668810965243,Alto
2023,11.389685815383034,Brasil Novo,1501725,Para,Brasil Novo,1501725,brasil-novense,WEDER MAKES CARNEIRO,6362.575,24718.0,3.88,26606.0,93.4,0.613,3.29,103691636.53,95943363.42,25519.93,0.0004607850884126157,Alto
2024,9.077670736449804,Brasil Novo,1501725,Para,Brasil Novo,1501725,brasil-novense,WEDER MAKES CARNEIRO,6362.575,24718.0,3.88,26606.0,93.4,0.613,3.29,103691636.53,95943363.42,25519.93,0.00036724940272068145,Alto
2007,1039.7132690850117,Brejo Grande do Araguaia,1501758,Para,Brejo Grande do Araguaia,1501758,brejo-grandense,MARCOS DIAS DO NASCIMENTO,1288.473,6783.0,5.26,6985.0,94.6,0.591,9.26,50646367.36,48655882.0,15643.39,0.15328221569880757,Médio
2008,8.725023770125595,Brejo Grande do Araguaia,1501758,Para,Brejo Grande do Araguaia,1501758,brejo-grandense,MARCOS DIAS DO NASCIMENTO,1288.473,6783.0,5.26,6985.0,94.6,0.591,9.26,50646367.36,48655882.0,15643.39,0.0012863074996499477,Médio
2009,3.153501900406379,Brejo Grande do Araguaia,1501758,Para,Brejo Grande do Araguaia,1501758,brejo-grandense,MARCOS DIAS DO NASCIMENTO,1288.473,6783.0,5.26,6985.0,94.6,0.591,9.26,50646367.36,48655882.0,15643.39,0.00046491256087371064,Médio
2010,2.342027144822009,Brejo Grande do Araguaia,1501758,Para,Brejo Grande do Araguaia,1501758,brejo-grandense,MARCOS DIAS DO NASCIMENTO,1288.473,6783.0,5.26,6985.0,94.6,0.591,9.26,50646367.36,48655882.0,15643.39,0.0003452789539764129,Médio
2011,2.159000226640494,Brejo Grande do Araguaia,1501758,Para,Brejo Grande do Araguaia,1501758,brejo-grandense,MARCOS DIAS DO NASCIMENTO,1288.473,6783.0,5.26,6985.0,94.6,0.591,9.26,50646367.36,48655882.0,15643.39,0.00031829577276138793,Médio
2012,1.0805598490327113,Brejo Grande do Araguaia,1501758,Para,Brejo Grande do Araguaia,1501758,brejo-grandense,MARCOS DIAS DO NASCIMENTO,1288.473,6783.0,5.26,6985.0,94.6,0.591,9.26,50646367.36,48655882.0,15643.39,0.00015930412045300183,Médio
2013,2.550958597489397,Brejo Grande do Araguaia,1501758,Para,Brejo Grande do Araguaia,1501758,brejo-grandense,MARCOS DIAS DO NASCIMENTO,1288.473,6783.0,5.26,6985.0,94.6,0.591,9.26,50646367.36,48655882.0,15643.39,0.0003760811731519088,Médio
2014,2.755023606498184,Brejo Grande do Araguaia,1501758,Para,Brejo Grande do Araguaia,1501758,brejo-grandense,MARCOS DIAS DO NASCIMENTO,1288.473,6783.0,5.26,6985.0,94.6,0.591,9.26,50646367.36,48655882.0,15643.39,0.00040616594523045613,Médio
2015,1.2073666791368294,Brejo Grande do Araguaia,1501758,Para,Brejo Grande do Araguaia,1501758,brejo-grandense,MARCOS DIAS DO NASCIMENTO,1288.473,6783.0,5.26,6985.0,94.6,0.591,9.26,50646367.36,48655882.0,15643.39,0.0001779989207042355,Médio
2016,2.3043996732063055,Brejo Grande do Araguaia,1501758,Para,Brejo Grande do Araguaia,1501758,brejo-grandense,MARCOS DIAS DO NASCIMENTO,1288.473,6783.0,5.26,6985.0,94.6,0.591,9.26,50646367.36,48655882.0,15643.39,0.0003397316339682007,Médio
2017,1.924905189989322,Brejo Grande do Araguaia,1501758,Para,Brejo Grande do Araguaia,1501758,brejo-grandense,MARCOS DIAS DO NASCIMENTO,1288.473,6783.0,5.26,6985.0,94.6,0.591,9.26,50646367.36,48655882.0,15643.39,0.0002837837520255524,Médio
2018,0.8991431867632397,Brejo Grande do Araguaia,1501758,Para,Brejo Grande do Araguaia,1501758,brejo-grandense,MARCOS DIAS DO NASCIMENTO,1288.473,6783.0,5.26,6985.0,94.6,0.591,9.26,50646367.36,48655882.0,15643.39,0.00013255833506755707,Médio
2019,1.1953694982080023,Brejo Grande do Araguaia,1501758,Para,Brejo Grande do Araguaia,1501758,brejo-grandense,MARCOS DIAS DO NASCIMENTO,1288.473,6783.0,5.26,6985.0,94.6,0.591,9.26,50646367.36,48655882.0,15643.39,0.0001762302076084332,Médio
2020,1.399318629713671,Brejo Grande do Araguaia,1501758,Para,Brejo Grande do Araguaia,1501758,brejo-grandense,MARCOS DIAS DO NASCIMENTO,1288.473,6783.0,5.26,6985.0,94.6,0.591,9.26,50646367.36,48655882.0,15643.39,0.0002062978961689033,Médio
2021,1.9573248364599003,Brejo Grande do Araguaia,1501758,Para,Brejo Grande do Araguaia,1501758,brejo-grandense,MARCOS DIAS DO NASCIMENTO,1288.473,6783.0,5.26,6985.0,94.6,0.591,9.26,50646367.36,48655882.0,15643.39,0.00028856329595457767,Médio
2022,1.8592801076324483,Brejo Grande do Araguaia,1501758,Para,Brejo Grande do Araguaia,1501758,brejo-grandense,MARCOS DIAS DO NASCIMENTO,1288.473,6783.0,5.26,6985.0,94.6,0.591,9.26,50646367.36,48655882.0,15643.39,0.0002741088172832741,Médio
2023,1.0438773427233108,Brejo Grande do Araguaia,1501758,Para,Brejo Grande do Araguaia,1501758,brejo-grandense,MARCOS DIAS DO NASCIMENTO,1288.473,6783.0,5.26,6985.0,94.6,0.591,9.26,50646367.36,48655882.0,15643.39,0.00015389611421543723,Médio
2024,0.5696696186158853,Brejo Grande do Araguaia,1501758,Para,Brejo Grande do Araguaia,1501758,brejo-grandense,MARCOS DIAS DO NASCIMENTO,1288.473,6783.0,5.26,6985.0,94.6,0.591,9.26,50646367.36,48655882.0,15643.39,8.398490617954965e-05,Médio
2007,2615.664134322572,Breu Branco,1501782,Para,Breu Branco,1501782,breuense,FLAVIO MARCOS MEZZOMO,3941.736,45712.0,11.6,47351.0,96.0,0.568,1.56,219403678.93,208368175.2,11579.35,0.05722051396400446,Médio
2008,67.46975631840208,Breu Branco,1501782,Para,Breu Branco,1501782,breuense,FLAVIO MARCOS MEZZOMO,3941.736,45712.0,11.6,47351.0,96.0,0.568,1.56,219403678.93,208368175.2,11579.35,0.0014759747182009554,Médio
2009,17.53097447211231,Breu Branco,1501782,Para,Breu Branco,1501782,breuense,FLAVIO MARCOS MEZZOMO,3941.736,45712.0,11.6,47351.0,96.0,0.568,1.56,219403678.93,208368175.2,11579.35,0.00038350924203955873,Médio
2010,53.98793163290937,Breu Branco,1501782,Para,Breu Branco,1501782,breuense,FLAVIO MARCOS MEZZOMO,3941.736,45712.0,11.6,47351.0,96.0,0.568,1.56,219403678.93,208368175.2,11579.35,0.0011810450567227287,Médio
